timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-28T16:22:05,Multimodal Meme Hate Detection,28c3abe3-55b0-4357-813e-808e094b024e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1935.6122662999987,0.7812745392486262,0.0004036317359891835,2040.0,41.945620208442946,20.0,1.0966711159366225,0.022548618316657998,0.010751497399999388,1.1299712316532804,0.0,Bangladesh,BGD,dhaka division,,,Windows-11-10.0.26200-SP0,3.13.5,3.2.0,24,AMD Ryzen 9 7900X 12-Core Processor,1,1 x NVIDIA GeForce RTX 4070 Ti SUPER,90.365,23.8233,63.1030158996582,machine,N,1.0,0.0
