timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-01-10T03:43:15,vit+roberta_Meme_Classification,5c015e76-6e55-4f2e-9576-60ec1256b129,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3680.5222660000436,1.563062738506602,0.00042468503803003035,2040.0,151.7303516941142,20.0,2.0849307435837776,0.15531451314040012,0.02044012217000127,2.2606853788941774,0.0,Bangladesh,BGD,dhaka division,,,Windows-11-10.0.26200-SP0,3.13.5,3.2.0,24,AMD Ryzen 9 7900X 12-Core Processor,1,1 x NVIDIA GeForce RTX 4070 Ti SUPER,90.365,23.8233,63.1030158996582,machine,N,1.0,0.0
