timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-01-09T17:55:24,ViLT_Meme_Classification,b3abc2db-49f5-4cf4-a5ec-f094076f8a1e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3737.8127626000205,1.550457571962621,0.00041480343463863703,2040.0,100.01797000963946,20.0,2.1176460286495615,0.10404742990454352,0.02076084425944653,2.2424543028135524,0.0,Bangladesh,BGD,dhaka division,,,Windows-11-10.0.26200-SP0,3.13.5,3.2.0,24,AMD Ryzen 9 7900X 12-Core Processor,1,1 x NVIDIA GeForce RTX 4070 Ti SUPER,90.365,23.8233,63.1030158996582,machine,N,1.0,0.0
