timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-29T15:30:01,FLaVA_Meme_Classification,c1181a5b-bf87-48d0-8124-dd2d94ce6517,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3500.5778731000028,1.4921884585589897,0.0004262691797333319,2040.0,160.0649175055241,20.0,1.9829432240200513,0.155795150469354,0.019440275487221263,2.158178649976627,0.0,Bangladesh,BGD,dhaka division,,,Windows-11-10.0.26200-SP0,3.13.5,3.2.0,24,AMD Ryzen 9 7900X 12-Core Processor,1,1 x NVIDIA GeForce RTX 4070 Ti SUPER,90.365,23.8233,63.1030158996582,machine,N,1.0,0.0
