timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-01-09T02:40:47,GIT_BERT_Meme_Hate_Classification,83157a05-e7eb-4fff-88a4-42fa777f1a07,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3550.5987974000163,1.5048774931183062,0.00042383766203612675,2040.0,147.41860488743683,20.0,2.011348311293502,0.14546398414887207,0.019718730413891078,2.1765310258562653,0.0,Bangladesh,BGD,dhaka division,,,Windows-11-10.0.26200-SP0,3.13.5,3.2.0,24,AMD Ryzen 9 7900X 12-Core Processor,1,1 x NVIDIA GeForce RTX 4070 Ti SUPER,90.365,23.8233,63.1030158996582,machine,N,1.0,0.0
